school_id,ipgroup_name,ipgroup_id,nfa_uuid,date,daily_95th_percentile_mbps,direction,data_points_daily
1365,院校015_B站_V4,2500034,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,61.07124989827474,both,288
1428,院校078_B站_V4,2500160,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,59.29208323160807,both,288
1451,院校101_B站_V4,2500206,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,56.0512498219808,both,288
1397,院校047_B站_V4,2500098,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,55.67874997456869,both,288
1442,院校091_B站_V6,2500187,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,50.46291656494141,both,288
1455,院校105_B站_V4,2500214,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,48.00979156494141,both,288
1438,院校088_B站_V4,2500180,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,45.674374898274735,both,288
1397,院校047_B站_V6,2500099,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,45.45124994913737,both,288
1403,院校053_B站_V6,2500111,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,38.4283332824707,both,288
1402,院校052_B站_V6,2500109,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,38.4283332824707,both,288
1443,院校093_B站_V4,2500190,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,38.299583180745444,both,288
1450,院校100_B站_V6,2500205,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,36.65979156494141,both,288
1451,院校101_B站_V6,2500207,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,36.65979156494141,both,288
1415,院校065_B站_V4,2500134,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,36.10145823160807,both,288
1407,院校057_B站_V6,2500119,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,34.17895825703938,both,288
1429,院校079_B站_V4,2500162,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,32.70458323160807,both,288
1446,院校096_B站_V4,2500196,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,32.35249989827474,both,288
1469,院校119_B站_V6,2500243,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,30.826666641235352,both,288
1510,院校163_B站_V4,2500326,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,29.580416615804037,both,288
1352,院校001_B站_V4,2500009,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,28.286458206176757,both,288
1469,院校119_B站_V4,2500242,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,27.626874923706055,both,288
1389,院校039_B站_V4,2500082,1367954f-eec8-3e90-adbe-4d2c3017068f,2025-09-09,27.549583307902015,both,288
